Index,GPU,ProblemSize,ThreadsPerBlock,NumBlocks,Alignment,Operation,Avg_SingleThreadTime(sec),Avg_KernelTime(sec),Avg_Speedup
1,GPU_4,1030,448,4,good,addition,6e-06,1.15e-05,0.535
2,GPU_4,1035,224,10,good,addition,6e-06,1.1e-05,0.53
3,GPU_4,1041,512,5,good,addition,7e-06,1.15e-05,0.615
4,GPU_4,1048,47,33,bad,addition,6e-06,1.15e-05,0.515
5,GPU_4,1053,640,4,good,addition,6e-06,1.15e-05,0.51
6,GPU_4,1055,320,8,good,addition,6.5000000000000004e-06,1.2e-05,0.56
7,GPU_4,1058,352,6,good,addition,6e-06,1.15e-05,0.52
8,GPU_4,1059,128,14,good,addition,6.5000000000000004e-06,1.2e-05,0.54
9,GPU_4,1071,657,4,bad,addition,6e-06,1.15e-05,0.52
10,GPU_4,1073,384,3,good,addition,6e-06,1.1e-05,0.535
11,GPU_4,1081,882,4,bad,addition,6e-06,1.15e-05,0.515
12,GPU_4,1108,75,26,bad,addition,6.5000000000000004e-06,1.2e-05,0.5449999999999999
13,GPU_4,1125,224,6,good,addition,6e-06,1.1e-05,0.53
14,GPU_4,1133,1024,4,good,addition,6e-06,1.1e-05,0.55
15,GPU_4,1137,384,4,good,addition,6e-06,1.1e-05,0.55
16,GPU_4,1138,680,4,bad,addition,6.5000000000000004e-06,1.15e-05,0.565
17,GPU_4,1140,736,4,good,addition,6e-06,1.0500000000000001e-05,0.5549999999999999
18,GPU_4,1145,928,4,good,addition,6e-06,1.1e-05,0.535
19,GPU_4,1157,175,8,bad,addition,7e-06,1.1e-05,0.635
20,GPU_4,1194,480,6,good,addition,7e-06,1.15e-05,0.61
21,GPU_4,1204,256,5,good,addition,7e-06,1.15e-05,0.615
22,GPU_4,1212,896,4,good,addition,7e-06,1.15e-05,0.615
23,GPU_4,1237,864,3,good,addition,6.5000000000000004e-06,1.15e-05,0.565
24,GPU_4,1242,207,7,bad,addition,7e-06,1.15e-05,0.615
25,GPU_4,1243,576,6,good,addition,6e-06,1.15e-05,0.53
26,GPU_4,1245,96,16,good,addition,6.5000000000000004e-06,1.1e-05,0.5800000000000001
27,GPU_4,1253,288,9,good,addition,6.5000000000000004e-06,1.15e-05,0.55
28,GPU_4,1255,881,2,bad,addition,7e-06,1.2e-05,0.605
29,GPU_4,1258,793,3,bad,addition,7e-06,1.1e-05,0.635
30,GPU_4,1273,232,11,bad,addition,7.499999999999999e-06,1.1e-05,0.675
31,GPU_4,1275,497,4,bad,addition,7e-06,1.15e-05,0.62
32,GPU_4,1295,992,2,good,addition,7e-06,1.2e-05,0.605
33,GPU_4,1302,608,4,good,addition,7e-06,1.15e-05,0.625
34,GPU_4,1307,672,3,good,addition,7e-06,1e-05,0.675
35,GPU_4,1321,896,2,good,addition,7e-06,1.1e-05,0.64
36,GPU_4,1324,480,4,good,addition,6.5000000000000004e-06,1.1e-05,0.5900000000000001
37,GPU_4,1339,224,6,good,addition,7e-06,1.1e-05,0.625
38,GPU_4,1340,832,3,good,addition,7e-06,1.1e-05,0.635
