Index,GPU,ProblemSize,ThreadsPerBlock,NumBlocks,Alignment,Operation,Avg_SingleThreadTime(sec),Avg_KernelTime(sec),Avg_Speedup
1,GPU_5,100,314,1,bad,multiplication,0.003719,0.002216,1.6749999999999998
2,GPU_5,101,516,1,bad,multiplication,0.0105865,0.002216,4.78
3,GPU_5,102,453,1,bad,multiplication,0.0085265,0.002219,3.84
4,GPU_5,103,480,2,good,multiplication,0.0112235,0.0022205000000000003,5.055
5,GPU_5,104,512,2,good,multiplication,0.0115555,0.0022164999999999997,5.215
6,GPU_5,105,327,2,bad,multiplication,0.0114205,0.002216,5.155
7,GPU_5,106,336,2,bad,multiplication,0.011743,0.0022164999999999997,5.3
8,GPU_5,107,51,3,bad,multiplication,0.012597500000000001,0.002216,5.6850000000000005
9,GPU_5,108,73,2,bad,multiplication,0.0116495,0.002216,5.255
10,GPU_5,109,98,4,bad,multiplication,0.01233,0.002216,5.5649999999999995
11,GPU_5,110,490,1,bad,multiplication,0.0136565,0.002216,6.165
12,GPU_5,111,552,1,bad,multiplication,0.009566,0.0022164999999999997,4.315
13,GPU_5,113,78,4,bad,multiplication,0.005307,0.0022164999999999997,2.395
14,GPU_5,114,729,2,bad,multiplication,0.0106515,0.002216,4.805
15,GPU_5,115,800,2,good,multiplication,0.0156235,0.002216,7.05
16,GPU_5,116,395,2,bad,multiplication,0.0160545,0.0022164999999999997,7.245
17,GPU_5,118,832,2,good,multiplication,0.0168315,0.0022164999999999997,7.595
18,GPU_5,119,704,2,good,multiplication,0.017238499999999997,0.002216,7.78
19,GPU_5,120,352,2,good,multiplication,0.017780999999999998,0.002216,8.024999999999999
20,GPU_5,121,160,1,good,multiplication,0.0128375,0.002216,5.795
21,GPU_5,122,421,1,bad,multiplication,0.010873,0.002216,4.905
22,GPU_5,123,352,1,good,multiplication,0.0191015,0.002216,8.62
23,GPU_5,124,64,4,good,multiplication,0.0175515,0.002216,7.92
24,GPU_5,125,220,1,bad,multiplication,0.016688,0.002216,7.53
25,GPU_5,127,736,2,good,multiplication,0.012541,0.002216,5.66
26,GPU_5,128,138,1,bad,multiplication,0.02241,0.002216,10.11
27,GPU_5,129,832,2,good,multiplication,0.0197425,1.55e-05,1370.225
28,GPU_5,130,1024,2,good,multiplication,0.020193,1.2499999999999999e-05,1614.6
29,GPU_5,131,416,2,good,multiplication,0.021703,1.3e-05,1628.495
30,GPU_5,132,937,1,bad,multiplication,0.0226055,1.3e-05,1724.395
31,GPU_5,133,210,1,bad,multiplication,0.0204955,1.25e-05,1647.17
32,GPU_5,134,93,3,bad,multiplication,0.022147,1.3000000000000001e-05,1736.08
33,GPU_5,135,390,2,bad,multiplication,0.022597,1.2e-05,1883.54
34,GPU_5,137,32,10,good,multiplication,0.0236,0.002224,10.615
35,GPU_5,138,690,1,bad,multiplication,0.024140500000000002,1.3000000000000001e-05,1914.13
36,GPU_5,139,993,1,bad,multiplication,0.025447499999999998,1.2499999999999999e-05,2031.255
37,GPU_5,141,902,2,bad,multiplication,0.022316000000000003,1.1e-05,2032.1599999999999
38,GPU_5,142,319,2,bad,multiplication,0.02928,1.35e-05,2234.92
39,GPU_5,143,192,1,good,multiplication,0.026044499999999998,1.1e-05,2438.135
40,GPU_5,144,576,2,good,multiplication,0.0282535,1.2499999999999999e-05,2250.0649999999996
41,GPU_5,145,576,2,good,multiplication,0.027641,1.3e-05,2139.71
42,GPU_5,146,725,2,bad,multiplication,0.032066,1.35e-05,2437.37
43,GPU_5,147,973,1,bad,multiplication,0.032422,1.35e-05,2388.545
44,GPU_5,148,911,2,bad,multiplication,0.033087,1.35e-05,2455.995
45,GPU_5,149,324,2,bad,multiplication,0.0303095,1.2e-05,2462.0550000000003
46,GPU_5,150,896,1,good,multiplication,0.031325,1.2e-05,2530.1
47,GPU_5,151,824,2,bad,multiplication,0.031545000000000004,1.2e-05,2582.7799999999997
48,GPU_5,152,576,1,good,multiplication,0.0318485,1.2e-05,2726.0950000000003
49,GPU_5,153,256,2,good,multiplication,0.024596,9.5e-06,2577.355
50,GPU_5,154,256,2,good,multiplication,0.037211,1.35e-05,2759.105
51,GPU_5,155,384,2,good,multiplication,0.030333,1.1e-05,2771.77
52,GPU_5,156,823,2,bad,multiplication,0.0386705,1.3e-05,2926.06
53,GPU_5,157,759,1,bad,multiplication,0.035638,1.3000000000000001e-05,2776.255
54,GPU_5,158,288,1,good,multiplication,0.0372845,1.4e-05,2723.765
55,GPU_5,159,928,2,good,multiplication,0.0368,1.2499999999999999e-05,2939.745
56,GPU_5,160,865,2,bad,multiplication,0.0326365,1.0500000000000001e-05,3112.045
57,GPU_5,161,1012,2,bad,multiplication,0.038208,1.2499999999999999e-05,3029.865
58,GPU_5,162,756,2,bad,multiplication,0.027327999999999998,8.5e-06,3077.485
59,GPU_5,163,791,1,bad,multiplication,0.0446555,1.35e-05,3346.645
60,GPU_5,164,326,1,bad,multiplication,0.0449455,1.9e-05,2576.87
61,GPU_5,165,416,2,good,multiplication,0.040443,1.1e-05,3621.25
62,GPU_5,166,992,2,good,multiplication,0.046595,1.35e-05,3497.8050000000003
63,GPU_5,168,32,7,good,multiplication,0.048516500000000004,0.002225,21.8
64,GPU_5,169,32,7,good,multiplication,0.033505999999999994,0.002225,15.055
65,GPU_5,171,983,2,bad,multiplication,0.049284499999999995,1.3000000000000001e-05,3759.585
66,GPU_5,172,571,1,bad,multiplication,0.051776,1.35e-05,3867.8050000000003
67,GPU_5,173,1024,1,good,multiplication,0.0527585,1.4e-05,3920.39
68,GPU_5,174,256,1,good,multiplication,0.0535625,1.3e-05,3990.105
69,GPU_5,175,859,1,bad,multiplication,0.054473,1.35e-05,4034.95
70,GPU_5,176,336,2,bad,multiplication,0.0553975,1.35e-05,4243.14
71,GPU_5,177,350,2,bad,multiplication,0.048549999999999996,1.2e-05,4021.55
